callDateTime,priority,district,description,callNumber,incidentLocation,location
07/14/2015 10:36:00 AM,Medium,NW,AED NONBREATHING,P151950939,4000 HILTON RD,"(39.3314020,-76.6681380)"
07/14/2015 10:38:00 AM,Non-Emergency,SD,FOLLOW UP,P151950940,4700 PENNINGTON AV,"(39.2236050,-76.5885590)"
07/14/2015 10:36:00 AM,Low,ND,AUTO ACCIDENT,P151950941,CYLBURN AV/LANIER AV,"(39.350795,-76.661997)"
07/14/2015 10:38:00 AM,Low,TRU,LARCENY F/AUTO,P151950942,100 COBBER LN,"(39.2872074,-76.6879332)"
07/14/2015 10:37:00 AM,Medium,NW,NARCOTICSOutside,P151950943,5300 BLK CUTHBERT AV,"(39.3476591,-76.6823463)"
07/14/2015 10:36:00 AM,Medium,NW,NARCOTICSOutside,P151950944,5300 CUTHBERT AV,"(39.3476591,-76.6823463)"
07/14/2015 10:40:00 AM,Non-Emergency,SE,Foot  Patrol,P151950946,3000 E FAYETTE ST,"(39.2948890,-76.5748020)"
07/14/2015 10:39:00 AM,Medium,ND,COMMON ASSAULT,P151950948,0 E 25TH ST,"(39.3178592,-76.6169697)"
07/14/2015 10:39:00 AM,Medium,SW,NARCOTICSOutside,P151950949,3600 EDMONDSON AV,"(39.2942555,-76.6775855)"
07/14/2015 10:39:00 AM,Medium,SW,911/NO  VOICE,P151950950,2000 N EDGEWOOD ST,"(39.3099540,-76.6779040)"
07/14/2015 10:40:00 AM,Medium,SW,COMMON ASSAULT,P151950951,4400 SIDEHILL RD,"(39.2970980,-76.6932150)"
07/14/2015 10:39:00 AM,Medium,WD,DISORDERLY,P151950952,2700 HARLEM AV,"(39.2957589,-76.6615960)"
07/14/2015 10:39:00 AM,Medium,SD,NARCOTICSOutside,P151950953,1900 WILHELM ST,"(39.2837024,-76.6467222)"
07/14/2015 10:39:00 AM,Medium,WD,NARCOTICSOutside,P151950954,1100 WHEELER AV,"(39.3006618,-76.6551396)"
07/14/2015 10:41:00 AM,Medium,ND,911/NO  VOICE,P151950955,2300 N CHARLES ST,"(39.3154020,-76.6172200)"
07/14/2015 10:41:00 AM,Medium,NE,DISORDERLY,P151950956,7000 HARFORD RD,"(39.3669420,-76.5492150)"
07/14/2015 10:40:00 AM,Low,ED,WANTED ON WARR,P151950957,3000 E BIDDLE ST,"(39.3050420,-76.5756084)"
07/14/2015 10:42:00 AM,Medium,SD,NARCOTICSOutside,P151950959,HOLLINS MARKET,"(39.287748,-76.635323)"
07/14/2015 10:42:00 AM,Medium,NE,911/NO  VOICE,P151950960,3200 THE ALAMEDA,"(39.3266059,-76.5943830)"
07/14/2015 10:37:00 AM,Medium,ND,DISORDERLY,P151950961,2900 W GARRISON AV,"(39.3496742,-76.6691450)"
07/14/2015 10:42:00 AM,Medium,NE,911/NO  VOICE,P151950963,5800 RADECKE AV,"(39.3305689,-76.5340280)"
07/14/2015 10:43:00 AM,Medium,SE,DISORDERLY,P151950964,ANGLESEA ST/EASTERN AV,"(39.287455,-76.546585)"
07/14/2015 10:44:00 AM,Non-Emergency,ED,RECOVER PROPERTY,P151950965,600 N WOLFE ST,"(39.2972451,-76.5922121)"
07/14/2015 10:45:00 AM,Medium,WD,NARCOTICSOutside,P151950966,1900 PENROSE AV,"(39.2914630,-76.6475840)"
07/14/2015 10:44:00 AM,Medium,NW,NARCOTICSOutside,P151950967,4200 PATTERSON AV,"(39.3544936,-76.7052193)"
07/14/2015 10:46:00 AM,Low,SW,DESTRUCT PROPTY,P151950969,1400 BLOOMFIELD AV,"(39.2618959,-76.6667495)"
07/14/2015 10:44:00 AM,Non-Emergency,ND,Private Tow,P151950970,0 E 22ND ST,"(39.3142668,-76.6167431)"
07/14/2015 10:45:00 AM,Medium,SW,911/NO  VOICE,P151950971,4400 SIDEHILL RD,"(39.2970980,-76.6932150)"
07/14/2015 10:46:00 AM,Low,SW,FALSE PRETENSE,P151950972,500 N ATHOL AV,"(39.2923579,-76.6893446)"
07/14/2015 10:46:00 AM,Medium,SD,NARCOTICSOutside,P151950973,W LOMBARD ST/S SCHROEDER ST,"(39.286770,-76.633666)"
07/14/2015 10:43:00 AM,Medium,SW,DISORDERLY,P151950974,500 S BENTALOU ST,"(39.2812690,-76.6526990)"
07/14/2015 10:48:00 AM,Low,NE,OTHER,P151950976,3200 BELAIR RD,"(39.3207218,-76.5747566)"
07/14/2015 10:47:00 AM,Low,SW,LOCATE,P151950977,3000 WINDSOR AV,"(39.3125068,-76.6678853)"
07/14/2015 10:51:00 AM,High,NE,Traffic Stop,P151950978,PULASKI HY/100ND ST,"(39.309729,-76.530416)"
07/14/2015 10:51:00 AM,Low,SE,RECOVERED VEH,P151950979,4000 E PRATT ST,"(39.2904252,-76.5635818)"
07/14/2015 10:49:00 AM,Medium,ND,DISORDERLY,P151950980,E UNIVERSITY PY/ST PAUL ST,"(39.331454,-76.616309)"
07/14/2015 10:49:00 AM,High,NW,SILENT ALARM,P151950981,5100 PARK HEIGHTS AV,"(39.3482879,-76.6750600)"
07/14/2015 10:51:00 AM,Medium,ND,911/NO  VOICE,P151950982,400 E 25TH ST,"(39.3180748,-76.6110777)"
07/14/2015 02:17:00 PM,Medium,NE,Warrant Service,P151951625,4200 SHAMROCK AV,"(39.3281894,-76.5650857)"
07/14/2015 02:14:00 PM,Medium,CD,911/NO  VOICE,P151951626,200 N CALVERT ST,"(39.2912379,-76.6124711)"
07/14/2015 02:14:00 PM,Non-Emergency,NW,Private Tow,P151951627,6300 GREENSPRING AV,"(39.3694930,-76.6815270)"
07/14/2015 02:16:00 PM,Medium,NW,911/NO  VOICE,P151951628,3800 W BELVEDERE AV,"(39.3452130,-76.6825420)"
07/14/2015 02:15:00 PM,High,ND,SILENT ALARM,P151951629,5100 YELLOWWOOD AV,"(39.3505650,-76.6555950)"
07/14/2015 02:13:00 PM,Medium,CD,DISORDERLY,P151951630,0 W BALTIMORE ST,"(39.2895395,-76.6151568)"
07/14/2015 02:17:00 PM,Low,SD,AUTO ACCIDENT,P151951631,S PAYSON ST/WILKENS AV,"(39.281717,-76.647810)"
07/14/2015 02:18:00 PM,High,SE,Traffic Stop,P151951632,S CONKLING ST/LEVERTON AV,"(39.291865,-76.567499)"
07/14/2015 02:18:00 PM,Low,CD,AUTO ACCIDENT,P151951633,W PRATT ST/S SHARP ST,"(39.286390,-76.617540)"
07/14/2015 02:16:00 PM,Low,SD,AUTO ACCIDENT,P151951634,S PAYSON ST/WILKENS AV,"(39.281717,-76.647810)"
07/14/2015 02:16:00 PM,Low,SD,FALSE PRETENSE,P151951635,1400 KEY HY,"(39.2736820,-76.6031970)"
07/14/2015 02:19:00 PM,Medium,SW,Warrant Service,P151951636,300 MARYDELL RD,"(39.2813835,-76.6897009)"
07/14/2015 02:19:00 PM,Medium,NE,911/NO  VOICE,P151951637,5100-17 BELAIR RD,"(39.3363780,-76.5546279)"
07/14/2015 02:18:00 PM,Low,SD,AUTO ACCIDENT,P151951638,WILKENS AV/S PAYSON ST,"(39.281635,-76.647759)"
07/14/2015 02:17:00 PM,Medium,WD,MISSING PERSON,P151951639,2600 ARUNAH AV,"(39.2953936,-76.6594125)"
07/14/2015 02:19:00 PM,Low,WD,LARCENY F/AUTO,P151951641,PENNSYLVANIA AV/W NORTH AV,"(39.310059,-76.642509)"
07/14/2015 02:19:00 PM,Medium,SW,NARCOTICSOutside,P151951642,1900 N ROSEDALE ST,"(39.3095851,-76.6693484)"
07/14/2015 02:14:00 PM,Non-Emergency,SW,56,P151951644,700 S WOODINGTON RD,"(39.2751240,-76.6900400)"
07/14/2015 02:21:00 PM,Medium,NE,COMMON ASSAULT,P151951645,2800 ST LO DR,"(39.3189083,-76.5871675)"
07/14/2015 02:20:00 PM,Medium,SD,911/NO  VOICE,P151951646,1500 W PATAPSCO AV,"(39.2497830,-76.6405870)"
07/14/2015 02:19:00 PM,Medium,ND,COMMON ASSAULT,P151951647,2000 MARYLAND AV,"(39.3126394,-76.6186925)"
07/14/2015 02:22:00 PM,High,CD,Traffic Stop,P151951648,1100 W NORTH AV,"(39.3105890,-76.6362400)"
07/14/2015 02:21:00 PM,Medium,SW,NARCOTICSOutside,P151951649,3000 BLK POPLAR TE,"(39.3129760,-76.6679460)"
07/14/2015 02:21:00 PM,Medium,WD,911/NO  VOICE,P151951651,1700 RIGGS AV,"(39.3010227,-76.6444858)"
07/14/2015 02:23:00 PM,Low,NW,RECOVERED VEH,P151951652,4400 PARK HEIGHTS AV,"(39.3397021,-76.6666429)"
07/14/2015 02:24:00 PM,Medium,CW,NARCOTICS ONVIEW,P151951654,600 E FAYETTE ST,"(39.2906673,-76.6071593)"
07/14/2015 02:23:00 PM,Medium,SW,DISORDERLY,P151951655,1800 N ROSEDALE ST,"(39.3081290,-76.6695359)"
07/14/2015 02:22:00 PM,High,NE,SILENT ALARM,P151951657,3400 WOODSTOCK AV,"(39.3246860,-76.5766230)"
07/14/2015 02:25:00 PM,Medium,CW,NARCOTICS ONVIEW,P151951658,600 E FAYETTE ST,"(39.2906673,-76.6071593)"
07/14/2015 02:23:00 PM,Non-Emergency,SE,Private Tow,P151951660,2700 FOSTER AV,"(39.2841822,-76.5779248)"
07/14/2015 02:24:00 PM,Medium,SW,911/NO  VOICE,P151951661,3600 GEORGETOWN RD,"(39.2591263,-76.6673085)"
07/14/2015 02:25:00 PM,Medium,CD,911/NO  VOICE,P151951662,100 E BALTIMORE ST,"(39.2895977,-76.6137560)"
07/14/2015 10:50:00 AM,Low,SD,FALSE PRETENSE,P151950983,200 S WOODYEAR ST,"(39.2855389,-76.6386556)"
07/14/2015 10:51:00 AM,Medium,ED,CHK WELLBEING,P151950984,GREENMOUNT AV/E NORTH AV,"(39.311405,-76.609461)"
07/14/2015 10:52:00 AM,Medium,SD,911/NO  VOICE,P151950985,200 FRANKFURST AV,"(39.2428780,-76.6030780)"
07/14/2015 10:53:00 AM,Medium,NW,911/NO  VOICE,P151950986,3800 W BELVEDERE AV,"(39.3452130,-76.6825420)"
07/14/2015 10:52:00 AM,Medium,SW,FAMILY DISTURB,P151950987,1000 BLK DESOTO RD,"(39.2732433,-76.6661250)"
07/14/2015 10:53:00 AM,Medium,ND,911/NO  VOICE,P151950988,3900 N CHARLES ST,"(39.3364220,-76.6187600)"
07/14/2015 10:51:00 AM,High,NE,SILENT ALARM,P151950989,2000 NORTHBOURNE RD,"(39.3533730,-76.5801040)"
07/14/2015 10:54:00 AM,Medium,SE,911/NO  VOICE,P151950990,1000 EASTERN AV,"(39.2855160,-76.6001950)"
07/14/2015 10:48:00 AM,Medium,ND,911/NO  VOICE,P151950991,3800 CANTERBURY RD,"(39.3351825,-76.6205380)"
07/14/2015 10:54:00 AM,Medium,CD,911/NO  VOICE,P151950992,300 BLOOM ST,"(39.3093093,-76.6349768)"
07/14/2015 10:55:00 AM,Medium,SE,911/NO  VOICE,P151950993,1000 FLEET ST,"(39.2844261,-76.6000910)"
07/14/2015 10:52:00 AM,Medium,SD,DISORDERLY,P151950994,1800 WASHINGTON BL,"(39.2760102,-76.6441126)"
07/14/2015 10:55:00 AM,Medium,NE,911/NO  VOICE,P151950995,1900 E COLD SPRING LN,"(39.3459200,-76.5859202)"
07/14/2015 10:55:00 AM,Medium,ND,911/NO  VOICE,P151950996,400 E 25TH ST,"(39.3180748,-76.6110777)"
07/14/2015 10:52:00 AM,Medium,SW,DISORDERLY,P151950997,500 S BENTALOU ST,"(39.2812690,-76.6526990)"
07/14/2015 10:55:00 AM,Low,SW,LARCENCY,P151950998,2500 FREDERICK AV,"(39.2835070,-76.6561150)"
07/14/2015 10:57:00 AM,Medium,SD,911/NO  VOICE,P151950999,1300 KEY HY E,"(39.2753566,-76.6053224)"
07/14/2015 10:57:00 AM,Medium,SD,NARCOTICSOutside,P151951000,1200 W CROSS ST,"(39.2821053,-76.6311903)"
07/14/2015 10:56:00 AM,Medium,SW,FAMILY DISTURB,P151951002,1000 DESOTO RD,"(39.2732433,-76.6661250)"
07/14/2015 10:56:00 AM,Medium,SD,COMMON ASSAULT,P151951003,1300 S CHARLES ST,"(39.2746170,-76.6144610)"
07/14/2015 10:58:00 AM,High,ND,AUTO ACC/INJURY,P151951004,LOCH RAVEN RD/EXETER HALL AV,"(39.321561,-76.603574)"
07/14/2015 10:59:00 AM,Medium,WD,NARCOTICSOutside,P151951005,1900 CLIFTON AV,"(39.3119562,-76.6483047)"
07/14/2015 11:02:00 AM,High,CD,Traffic Stop,P151951006,PRESSTMAN ST/N CAREY ST,"(39.305519,-76.639085)"
07/14/2015 11:00:00 AM,Low,ND,AUTO ACCIDENT,P151951007,LOCH RAVEN RD/EXETER HALL AV,"(39.321561,-76.603574)"
07/14/2015 10:56:00 AM,Low,ND,LARCENY F/AUTO,P151951008,4200 FALLS RD,"(39.3393240,-76.6388400)"
07/14/2015 11:02:00 AM,High,ED,Traffic Stop,P151951010,N GAY ST/N HIGH ST,"(39.293973,-76.607105)"
07/14/2015 11:03:00 AM,Low,ED,OTHER,P151951013,1800 N PATTERSON PARK AV,"(39.3109903,-76.5858963)"
07/14/2015 11:04:00 AM,Medium,ED,SICK CASE,P151951014,E NORTH AV/GREENMOUNT AV,"(39.311405,-76.609461)"
07/14/2015 11:01:00 AM,Low,SW,NOTIFY,P151951015,4700 SAYER AV,"(39.2844460,-76.6938570)"
07/14/2015 11:04:00 AM,Medium,ND,911/NO  VOICE,P151951016,700 DRUID PARK LAKE DR,"(39.3167175,-76.6304122)"
07/14/2015 11:01:00 AM,Medium,NE,DISORDERLY,P151951017,5500 SINCLAIR LN,"(39.3256959,-76.5373343)"
07/14/2015 11:04:00 AM,Medium,NE,911/NO  VOICE,P151951018,4700 HARFORD RD,"(39.3436970,-76.5690250)"
07/14/2015 11:04:00 AM,Medium,SW,911/NO  VOICE,P151951019,3400 BENSON AV,"(39.2675300,-76.6717830)"
07/14/2015 11:04:00 AM,Medium,SD,NARCOTICSOutside,P151951020,3600 ST VICTOR ST,"(39.2345395,-76.5965873)"
07/14/2015 11:06:00 AM,Medium,NW,911/NO  VOICE,P151951021,3800 W BELVEDERE AV,"(39.3452130,-76.6825420)"
07/14/2015 11:06:00 AM,Low,SE,AUTO ACCIDENT,P151951023,EASTERN AV/S EXETER ST,"(39.285272,-76.600366)"
07/14/2015 11:01:00 AM,Medium,WD,COMMON ASSAULT,P151951024,N WARWICK AV/W NORTH AV,"(39.309484,-76.657189)"
07/14/2015 11:08:00 AM,Non-Emergency,SD,Foot  Patrol,P151951025,4100 HYDEN CT,"(39.2280129,-76.5980314)"
07/14/2015 11:04:00 AM,Medium,NW,911/NO  VOICE,P151951026,3600 GWYNN OAK AV,"(39.3314303,-76.6957279)"
07/14/2015 11:06:00 AM,Medium,NE,FAMILY DISTURB,P151951027,1600 CHILTON ST,"(39.3277460,-76.5941250)"
07/14/2015 11:08:00 AM,High,SE,AUDIBLE ALARM,P151951028,N LINWOOD AV/ORLEANS ST,"(39.295858,-76.576425)"
07/14/2015 11:09:00 AM,Non-Emergency,SE,Foot  Patrol,P151951029,S BROADWAY/GOUGH ST,"(39.287621,-76.593508)"
07/14/2015 11:08:00 AM,Medium,WD,COMMON ASSAULT,P151951030,1800 PRESSTMAN ST,"(39.3054640,-76.6466930)"
07/14/2015 11:10:00 AM,High,WD,Field Interview,P151951031,2600 REISTERSTOWN RD,"(39.3174733,-76.6515474)"
07/14/2015 11:10:00 AM,Non-Emergency,SE,Court,P151951032,TCE,"(39.312001,-76.599273)"
07/14/2015 11:09:00 AM,Medium,ED,911/NO  VOICE,P151951033,500 E PRESTON ST,"(39.3048077,-76.6092968)"
07/14/2015 11:10:00 AM,Medium,SD,911/NO  VOICE,P151951034,200 FRANKFURST AV,"(39.2428780,-76.6030780)"
07/14/2015 11:11:00 AM,Low,CD,Transport,P151951035,200 N HOWARD ST,"(39.2915816,-76.6196011)"
07/14/2015 11:10:00 AM,Medium,NE,911/NO  VOICE,P151951036,3200 BELAIR RD,"(39.3207218,-76.5747566)"
07/14/2015 11:08:00 AM,High,NE,SILENT ALARM,P151951037,1300 WALKER AV,"(39.3713240,-76.5904070)"
07/14/2015 11:09:00 AM,Medium,SE,LARCENCY,P151951038,3600 BOSTON ST,"(39.2780970,-76.5661630)"
07/14/2015 11:07:00 AM,High,SD,SILENT ALARM,P151951039,1100 BATTERY AV,"(39.2770333,-76.6099438)"
07/14/2015 11:12:00 AM,High,WD,Traffic Stop,P151951040,500 N CALHOUN ST,"(39.2942041,-76.6400830)"
07/14/2015 11:12:00 AM,Medium,SE,Warrant Service,P151951041,6600 HUDSON ST,"(39.2837981,-76.5367660)"
07/14/2015 11:09:00 AM,Medium,NW,FAMILY DISTURB,P151951043,2900 VIOLET AV,"(39.3297550,-76.6624990)"
07/14/2015 11:10:00 AM,Medium,SE,LYING IN STREET,P151951044,200 S PATTERSON PARK AV,"(39.2894234,-76.5846985)"
07/14/2015 11:12:00 AM,Medium,CD,911/NO  VOICE,P151951045,0 N GREENE ST,"(39.2892172,-76.6236974)"
07/14/2015 11:10:00 AM,Low,TRU,LARCENY F/AUTO,P151951046,1500 GORSUCH AV,"(39.3228675,-76.5969718)"
07/14/2015 11:12:00 AM,High,NE,SILENT ALARM,P151951047,1300 WALKER AV,"(39.3713240,-76.5904070)"
07/14/2015 11:15:00 AM,High,NE,Traffic Stop,P151951049,ERDMAN AV/NORMAN AV,"(39.326161,-76.580837)"
07/14/2015 11:14:00 AM,Low,SW,DESTRUCT PROPTY,P151951050,3300 W CATON AV,"(39.2858327,-76.6723396)"
07/14/2015 11:11:00 AM,Low,ED,AUTO ACCIDENT,P151951051,1500 MCELDERRY ST,"(39.2971645,-76.5975148)"
07/14/2015 11:16:00 AM,Non-Emergency,SW,Repairs/Service,P151951053,100,"(39.3810499,-76.6572571)"
07/14/2015 11:15:00 AM,Non-Emergency,SD,TOWED VEHICLE,P151951054,800 S CHARLES ST,"(39.2797270,-76.6147910)"
07/14/2015 11:16:00 AM,Non-Emergency,SD,Foot  Patrol,P151951055,W PRATT ST/S PAYSON ST,"(39.285089,-76.648494)"
07/14/2015 11:16:00 AM,Low,CD,LARCENCY,P151951056,400 E PRATT ST,"(39.2872661,-76.6093253)"
07/14/2015 11:16:00 AM,Low,TRU,LARCENY F/AUTO,P151951057,900 FAWN ST,"(39.2863224,-76.6017970)"
07/14/2015 11:15:00 AM,Low,ED,FALSE PRETENSE,P151951058,600 FALLSWAY,"(39.2962616,-76.6099423)"
07/14/2015 11:17:00 AM,Low,SD,HIT AND RUN,P151951059,800 BOYD ST,"(39.2875650,-76.6285797)"
07/14/2015 11:17:00 AM,Medium,CD,911/NO  VOICE,P151951060,0 MARKET PL,"(39.2891440,-76.6071223)"
07/14/2015 11:17:00 AM,Low,SE,AUTO ACCIDENT,P151951061,E LOMBARD ST/KANE ST,"(39.295392,-76.532799)"
07/16/2015 05:01:00 PM,Low,CD,INVESTIGATE,P151972131,600 E FAYETTE ST,"(39.2906737,-76.6071600)"
07/16/2015 05:02:00 PM,Medium,NE,911/NO  VOICE,P151972132,1100 E COLD SPRING LN,"(39.3451583,-76.5996398)"
07/16/2015 05:02:00 PM,Medium,NE,911/NO  VOICE,P151972133,1100 E COLD SPRING LN,"(39.3451583,-76.5996398)"
07/16/2015 05:00:00 PM,Low,NE,HIT AND RUN,P151972134,2700 HAMILTON AV,"(39.3551700,-76.5642690)"
07/14/2015 11:18:00 AM,Medium,ED,911/NO  VOICE,P151951062,2200 GREENMOUNT AV,"(39.3148730,-76.6097500)"
07/14/2015 11:16:00 AM,Medium,ND,911/NO  VOICE,P151951063,4700 YORK RD,"(39.3462852,-76.6098814)"
07/14/2015 11:19:00 AM,Low,SE,LARCENY F/AUTO,P151951064,E FAYETTE ST/N CURLEY ST,"(39.294669,-76.575652)"
07/14/2015 11:21:00 AM,Medium,SW,Warrant Service,P151951065,3100 WESTMONT CT,"(39.3014713,-76.6698256)"
07/14/2015 11:22:00 AM,High,CD,Traffic Stop,P151951066,N GAY ST/E BALTIMORE ST,"(39.289782,-76.608937)"
07/14/2015 11:22:00 AM,High,CD,Traffic Stop,P151951067,1800 BLK DRUID HILL AV,"(39.3058800,-76.6336810)"
07/14/2015 11:21:00 AM,Medium,WD,911/NO  VOICE,P151951068,0 N POPPLETON ST,"(39.2888712,-76.6321705)"
07/14/2015 11:22:00 AM,High,SE,Field Interview,P151951069,3600 E FAYETTE ST,"(39.2951880,-76.5675840)"
07/14/2015 11:12:00 AM,Medium,SD,COMMON ASSAULT,P151951070,800 STOLL ST,"(39.2312220,-76.6009310)"
07/14/2015 11:18:00 AM,Medium,SE,911/NO  VOICE,P151951071,6300 EASTERN AV,"(39.2879064,-76.5407488)"
07/14/2015 11:22:00 AM,Medium,SE,911/NO  VOICE,P151951072,6300 EASTERN AV,"(39.2879064,-76.5407488)"
07/14/2015 11:20:00 AM,Low,SE,AUTO ACCIDENT,P151951073,5500 O'DONNELL ST CUT OFF,"(39.2800379,-76.5497361)"
07/14/2015 11:24:00 AM,Low,SW,OTHER,P151951074,3700 HARLEM AV,"(39.2953591,-76.6789313)"
07/14/2015 11:25:00 AM,High,ED,Field Interview,P151951075,N GAY ST/N HIGH ST,"(39.293973,-76.607105)"
07/14/2015 11:26:00 AM,Low,ED,Transport,P151951077,1400 E NORTH AV,"(39.3123832,-76.5987197)"
07/14/2015 11:25:00 AM,Medium,SE,911/NO  VOICE,P151951078,2200 S CLINTON ST,"(39.2648640,-76.5704140)"
07/14/2015 11:27:00 AM,Low,SW,RECOVERED VEH,P151951079,MCHENRY ST/S CATHERINE ST,"(39.283897,-76.655952)"
07/14/2015 11:23:00 AM,Medium,NE,DISORDERLY,P151951080,3700 FRANKFORD AV,"(39.3445480,-76.5544720)"
07/14/2015 11:23:00 AM,High,ED,ROBBERY ARMED,P151951081,400 E NORTH AV,"(39.3114082,-76.6108626)"
07/14/2015 11:29:00 AM,High,NE,Field Interview,P151951082,1600 CHILTON ST,"(39.3277460,-76.5941250)"
07/14/2015 11:29:00 AM,Non-Emergency,WD,Foot  Patrol,P151951083,2000 BLK HARLEM AV,"(39.2965214,-76.6492287)"
07/14/2015 11:29:00 AM,Non-Emergency,CD,LOST PROPERTY,P151951085,2800 ST LO DR,"(39.3189083,-76.5871675)"
07/14/2015 11:30:00 AM,Non-Emergency,WD,Foot  Patrol,P151951086,W LAFAYETTE AV/N MONROE ST,"(39.298735,-76.647516)"
07/14/2015 11:28:00 AM,Medium,SE,911/NO  VOICE,P151951087,3500 EASTERN AV,"(39.2868690,-76.5680090)"
07/14/2015 11:28:00 AM,High,SE,SILENT ALARM,P151951088,400 N BRADFORD ST,"(39.2958770,-76.5844010)"
07/14/2015 11:29:00 AM,Low,NE,LARCENCY,P151951089,1200 CEDARCROFT RD,"(39.3696594,-76.6000804)"
07/14/2015 11:32:00 AM,Non-Emergency,CD,Foot  Patrol,P151951090,LAURENS ST/DRUID HILL AV,"(39.305923,-76.633425)"
07/14/2015 11:26:00 AM,High,NE,AGGRAV ASSAULT,P151951091,4200 NICHOLAS AV,"(39.3292254,-76.5640818)"
07/14/2015 11:33:00 AM,High,WD,Traffic Stop,P151951092,N CALHOUN ST/W LAFAYETTE AV,"(39.298991,-76.640127)"
07/14/2015 11:31:00 AM,Medium,CD,911/NO  VOICE,P151951093,1100 DRUID HILL AV,"(39.3003914,-76.6265826)"
07/14/2015 11:27:00 AM,Low,SW,POLICE INFO,P151951094,600 BLK S WICKHAM RD,"(39.2761701,-76.6980154)"
07/14/2015 11:32:00 AM,Low,TRU,LARCENY F/AUTO,P151951095,900 N KRESSON ST,"(39.3020410,-76.5608570)"
07/14/2015 11:31:00 AM,Non-Emergency,SW,STREET OBSTRUCT,P151951096,4100 EDMONDSON AV,"(39.2939890,-76.6841730)"
07/14/2015 11:33:00 AM,Low,ED,OTHER,P151951097,LLEWELYN AV/N WASHINGTON ST,"(39.307136,-76.590106)"
07/14/2015 11:33:00 AM,Medium,NE,DISORDERLY,P151951099,2700 KILDAIRE DR,"(39.3677020,-76.5569550)"
07/14/2015 11:34:00 AM,Low,ED,OTHER,P151951100,2200 GREENMOUNT AV,"(39.3148730,-76.6097500)"
07/14/2015 11:33:00 AM,Medium,CD,911/NO  VOICE,P151951101,0 ST PAUL ST,"(39.2896427,-76.6138278)"
07/14/2015 11:34:00 AM,Low,NW,OTHER,P151951102,3000 DRUID PARK DR,"(39.3238608,-76.6610767)"
07/14/2015 11:32:00 AM,Low,SD,LARCENY F/AUTO,P151951103,300 S BRUCE ST,"(39.2843303,-76.6442809)"
07/14/2015 11:35:00 AM,Medium,CD,FAMILY DISTURB,P151951104,500 WATTY CT,"(39.3008406,-76.6264548)"
07/14/2015 11:35:00 AM,Low,ND,DESTRUCT PROPTY,P151951105,2000 CLIPPER PARK RD,"(39.3314698,-76.6464931)"
07/14/2015 11:35:00 AM,High,WD,ROBBERY ARMED,P151951106,1600 LAURENS ST,"(39.3033630,-76.6437227)"
07/14/2015 11:38:00 AM,Medium,SW,NARCOTICSOutside,P151951107,2100 BLK FREDERICK AV,"(39.2858730,-76.6501250)"
07/14/2015 11:39:00 AM,Medium,CD,911/NO  VOICE,P151951108,0 S GREENE ST,"(39.2885206,-76.6236639)"
07/14/2015 11:37:00 AM,Low,CD,OTHER,P151951109,1700 EUTAW PL,"(39.3068760,-76.6304080)"
07/14/2015 10:12:00 PM,Low,WD,BIKE LARCENY,P151953395,1100 N WOODYEAR ST,"(39.3014695,-76.6397166)"
07/14/2015 10:05:00 PM,Medium,NW,10-11,P151953397,6900 GLENHEIGHTS RD,"(39.3607864,-76.7097952)"
07/14/2015 10:11:00 PM,Low,NE,INVESTIGATE AUTO,P151953398,1900 WINFORD RD,"(39.3525435,-76.5821098)"
07/14/2015 10:13:00 PM,Medium,SD,911/NO  VOICE,P151953399,DUMFRIES CT/ANNOR CT,"(39.263865,-76.641084)"
07/14/2015 10:12:00 PM,Medium,CD,NARCOTICSOutside,P151953400,1100 BOLTON ST,"(39.3035674,-76.6236311)"
07/14/2015 10:10:00 PM,Non-Emergency,SD,Private Tow,P151953401,2100 HAINES ST,"(39.2721674,-76.6288487)"
07/14/2015 10:14:00 PM,Medium,ND,911/NO  VOICE,P151953402,400 E 25TH ST,"(39.3180748,-76.6110777)"
07/14/2015 10:15:00 PM,Medium,SW,DISORDERLY,P151953403,600 YALE AV,"(39.2755120,-76.6884050)"
07/14/2015 10:16:00 PM,High,SD,Traffic Stop,P151953404,S MONROE ST/WICOMICO ST,"(39.272340,-76.638235)"
07/14/2015 10:14:00 PM,Medium,SD,JUV DISTURBANCE,P151953405,300 PARKIN ST,"(39.2844539,-76.6306185)"
07/14/2015 10:09:00 PM,Non-Emergency,SS,SUPV COMPLAINT,P151953406,E PRATT ST/S PATTERSON PARK AV,"(39.289592,-76.584560)"
07/14/2015 10:14:00 PM,Medium,NW,UNFOUNDED,P151953407,3400 BLK PINKNEY RD,"(39.3601800,-76.6913860)"
07/14/2015 10:15:00 PM,Medium,WD,BURGLARY,P151953408,1300-1331 W NORTH AV,"(39.3099650,-76.6391820)"
07/14/2015 10:17:00 PM,Medium,WD,COMMON ASSAULT,P151953409,1900 BLK MOSHER ST,"(39.2999132,-76.6477057)"
07/14/2015 10:17:00 PM,Medium,SD,911/NO  VOICE,P151953410,2000 WILKENS AV,"(39.2818479,-76.6480349)"
07/14/2015 10:17:00 PM,Medium,NE,DISORDERLY,P151953411,1200 BLK WALKER AV,"(39.3713470,-76.5944140)"
07/14/2015 10:17:00 PM,Medium,NW,911/NO  VOICE,P151953412,4100 MENLO DR,"(39.3520898,-76.6965308)"
07/14/2015 10:18:00 PM,Medium,SD,911/NO  VOICE,P151953414,1600 WICOMICO ST,"(39.2744811,-76.6355730)"
